date,rm,rf,rmrf,smb,hml,umd
24oct1994,-.0008715,.0002008,-.00107234,.00030241,.00089739,-.00198237
25oct1994,-.0086136,.0002008,-.00881444,.00199299,-.00153762,-.00097242
26oct1994,-.0007614,.0002005,-.00096188,.00152548,.00058804,-.00314985
27oct1994,.0078484,.0002016,.00764685,-.00700174,-.00034159,-.00420819
28oct1994,.0142389,.0002096,.01402932,-.01143598,-.00201192,-.00240099
31oct1994,.004456,.0002005,.00425557,-.00343243,.00135827,.00397107
01nov1994,.0001319,.0002027,-.00007073,.0013844,.00377532,-.00234961
02nov1994,-.0036442,.0002096,-.00385378,.00474088,.00291202,-.00225014
03nov1994,.0059497,.0002085,.00574117,-.00501403,-.00314,-.00012605
04nov1994,-.0012833,.000211,-.0014943,.00329375,.00222172,-.00228279
07nov1994,-.0079483,.000211,-.00815932,.00627751,.00001644,-.00272353
08nov1994,-.0004982,.0002125,-.00071066,.00006914,-.00145109,-.00063618
09nov1994,.0093201,.00021,.00911014,-.00871117,-.00132315,-.00073284
10nov1994,.0014979,.0002059,.00129191,-.00207885,-.00175073,-.00301393
11nov1994,-.0068453,.0002059,-.00705127,.00581825,.00145826,-.0006274
14nov1994,.0056348,.0002059,.00542886,-.00774171,-.00492945,.00135026
15nov1994,.0107868,.0002059,.01058089,-.00679568,.00086775,-.00360417
16nov1994,.0040538,.000207,.00384675,.00210199,.00229509,-.00162147
17nov1994,-.0045968,.0002056,-.00480241,.00171485,-.00225958,-.00396565
18nov1994,.0007737,.0002034,.00057035,.0017103,.00332035,-.00152223
21nov1994,-.0022299,.0002049,-.00243478,.00134606,-.00297512,-.00051334
22nov1994,-.0114192,.0002041,-.01162337,.00635026,-.00314294,-.00056726
23nov1994,-.0160726,.0002049,-.01627746,.00365333,.00115178,.00235625
24nov1994,.001719,.0002049,.0015142,.00004219,-.00067983,.00350876
25nov1994,-.0008204,.0002034,-.00102377,.00002489,-.00134006,-.002252
28nov1994,.0044739,.0002038,.00427014,-.0029582,-.00071161,.00032138
29nov1994,.003378,.0002027,.00317535,-.00328813,-.0022056,.00060759
30nov1994,.0052786,.0002027,.00507589,-.00446357,.00088379,-.00303135
01dec1994,-.011064,.0002038,-.01126774,.00583741,.00022762,.00117533
02dec1994,-.0064635,.000207,-.00667052,.00279521,-.00094964,.00196145
05dec1994,.0042585,.00021,.00404851,-.00310605,.00043653,.00165441
06dec1994,-.006193,.0002136,-.00640661,.0006038,-.0015207,.00122907
07dec1994,-.0012649,.0002151,-.00147993,-.00232892,-.00239747,-.00444422
08dec1994,.0009203,.0002216,.00069871,-.00358047,.0036815,.00122795
09dec1994,-.0110419,.0002216,-.01126354,.00432806,-.00125763,.00462439
12dec1994,-.0089987,.000222,-.00922067,.00588592,-.00435366,.00460121
13dec1994,.0006197,.000223,.00039666,-.00347168,-.0024295,.00081551
14dec1994,.0102962,.0002238,.01007247,-.0123497,.00279917,.0012259
15dec1994,-.0010813,.0002227,-.00130397,.00200218,-.0005038,.00060078
16dec1994,.0114723,.0002205,.0112518,-.00682541,.00307432,-.00533018
19dec1994,.008039,.0002172,.00782173,-.00288945,.00149553,-.00424844
20dec1994,.0058934,.0002169,.0056765,-.00665765,-.00094466,.00219413
21dec1994,.003133,.0002183,.0029147,-.00330162,-.00111004,.00167486
22dec1994,.006321,.000214,.00610708,-.00211989,.00388179,-.00131348
23dec1994,-.0017782,.0002118,-.00198998,.00318351,.00217537,-.0019139
28dec1994,.004272,.0002183,.00405366,-.00259013,.00272407,.00136501
29dec1994,-.0074976,.0002183,-.00771588,.00718445,-.0009569,-.00065463
30dec1994,.0001903,.0002216,-.00003129,-.00164344,-.00241571,-.00060321
03jan1995,.0000496,.0002205,-.00017087,-.00141086,-.00363366,-.00011101
04jan1995,-.0041278,.000223,-.0043508,.00347936,-.00245143,-.00426076
05jan1995,-.0051084,.0002227,-.00533108,.00495052,-.00068335,-.0077814
06jan1995,.008015,.0002216,.00779343,-.0080159,.00172524,.00365279
09jan1995,-.0019795,.0002209,-.00220041,.00039838,-.00197426,.00137345
10jan1995,.000639,.0002201,.00041888,-.00271177,-.00065137,.00473662
11jan1995,-.0022476,.0002201,-.00246774,.00195199,.00597713,-.00237604
12jan1995,-.004098,.0002169,-.00431489,.00441539,-.00626116,-.00074651
13jan1995,.0030716,.0002151,.0028565,-.00569663,.00179063,.00087394
16jan1995,.0075888,.0002176,.00737121,-.00445526,.00073261,-.0018148
17jan1995,-.0056405,.0002198,-.00586026,.00760147,-.00088918,-.00324987
18jan1995,-.0000166,.0002198,-.00023639,-.00136835,.00324444,.00280099
19jan1995,-.0071675,.0002216,-.00738913,.00560132,.00054306,-.00019278
20jan1995,-.0097289,.0002241,-.00995302,.00434724,-.00259334,.00128525
23jan1995,-.012629,.0002289,-.01285789,.00599463,.00186663,.00412116
24jan1995,.0042521,.0002336,.00401855,-.00102804,.0002334,-.00390683
25jan1995,.0027858,.0002332,.00255262,-.00398752,.0047152,-.00043745
26jan1995,.0063887,.000231,.00615772,-.00662811,-.00100544,.0007641
27jan1995,.0035624,.0002339,.00332849,-.00468488,.00126107,-.00076465
30jan1995,-.0072173,.0002357,-.00745303,.0049066,-.00198331,.00133617
31jan1995,-.0019488,.0002372,-.00218595,-.0015152,-.00033182,.00108613
01feb1995,.0066557,.0002372,.00641856,-.00436012,-.0012772,-.00082529
02feb1995,.0045456,.000239,.00430658,-.00512341,-.00188881,-4.712e-06
03feb1995,.0063551,.0002401,.00611508,-.00783967,.0003502,-.00006576
06feb1995,.0013848,.0002401,.00114473,-.00179873,.00303458,-.00014661
07feb1995,.0032073,.0002412,.00296613,-.00410647,.00198551,.00112059
08feb1995,.0003986,.0002412,.00015744,.00020742,-.00376512,-.00135248
09feb1995,.0077694,.0002404,.00752901,-.00416833,.00086846,.00218708
10feb1995,.0035582,.0002404,.00331782,.00176903,-.00006937,-.0029349
13feb1995,-.0064839,.0002404,-.00672435,.00798471,.00247754,-.00149698
14feb1995,-.0010822,.0002393,-.00132155,-.00058755,-.00123422,-.00126978
15feb1995,.0001075,.000239,-.00013148,-.00202938,-.00019497,-.00245841
16feb1995,-.0065657,.0002393,-.00680502,.00270506,-.00318817,-.00117584
17feb1995,-.0017147,.0002393,-.00195404,-.0006678,.00032493,-.0011835
20feb1995,-.006412,.0002412,-.00665312,.0047379,.00161719,-.00380675
21feb1995,.0009483,.0002386,.00070965,-.00191097,.0028705,-.00069638
22feb1995,-.0019451,.0002368,-.00218189,-.00273242,-.00339927,-.00009206
23feb1995,.007115,.0002368,.0068782,-.00287294,-.00021021,-.00094056
24feb1995,-.0023688,.0002368,-.00260564,.00275964,.00048719,.00004615
27feb1995,-.0041553,.0002368,-.00439209,-.00216541,-.00107421,.0057957
28feb1995,-.0038536,.0002368,-.0040904,.00364516,-.0013202,.00050722
01mar1995,.0082511,.0002354,.00801572,-.00628989,-.00031229,-.00004031
02mar1995,-.0004681,.0002328,-.00070095,-.00101642,-.00168758,.00076172
03mar1995,-.0034456,.0002321,-.00367768,.00269428,-.00294098,-.00203738
06mar1995,-.0046072,.0002321,-.00483929,.00850963,.00976438,-.004408
07mar1995,-.0101338,.0002321,-.01036591,.00864159,-.00979,.01030191
08mar1995,.0024529,.0002357,.00221719,-.00469194,-.00365536,.00488771
09mar1995,-.0016398,.0002321,-.00187189,.00002393,-.00094397,-.00414973
10mar1995,.008757,.0002299,.00852706,-.00973871,.00011393,.00286904
13mar1995,-.0011389,.0002299,-.00136884,.00321584,-.00373245,.00174624
14mar1995,.0103801,.0002289,.01015122,-.00556739,-.00088142,-.00110872
15mar1995,.0001505,.0002296,-.00007911,.00388833,.00290261,-.00165367
16mar1995,.012679,.000226,.01245301,-.00765338,.0038747,.00029414
17mar1995,-.000619,.0002241,-.00084313,.00086536,.00415365,.00006505
20mar1995,.0366094,.0002252,.03638421,-.0074237,.00152928,.00320476
21mar1995,-.020116,.0002263,-.02034231,.00226052,.00357363,.00292775
22mar1995,.0011545,.000227,.00092746,-.0038546,-.00263845,.00125544
23mar1995,-.000333,.0002252,-.00055818,.00737309,.00189768,.00257014
24mar1995,.0046305,.000226,.00440451,-.00033326,-.00244629,.00049047
27mar1995,.0025714,.0002299,.00234146,.00093153,-.00256678,.00181789
28mar1995,-.0050732,.0002307,-.00530382,.00685474,-.00147233,-.00589229
29mar1995,.0035507,.0002281,.00332254,-.00111111,.00248733,.00843485
30mar1995,.0091118,.0002278,.00888407,-.00616554,.00146799,.00350212
31mar1995,-.009702,.0002278,-.00992974,.01159237,-.00007767,-.00245031
03apr1995,.0033869,.0002278,.00315916,-.00070258,.0005031,.00340829
04apr1995,.0118746,.000226,.0116487,-.00969506,-.00237298,-.00040812
05apr1995,.0012022,.0002252,.00097697,.00158947,.00076162,-.00599322
06apr1995,.0033796,.0002252,.00315436,.00072042,-.00029882,.00047535
07apr1995,.0033127,.0002249,.00308787,-.00129325,-.00016136,-.00234648
10apr1995,-.0012243,.0002241,-.00144848,.00462976,.00101858,-.0030101
11apr1995,-.0031556,.000223,-.00337862,.00397941,-.00123724,.00028198
12apr1995,.0048554,.0002216,.00463385,-.00185062,.00026509,-.00294261
13apr1995,.0003869,.0002209,.00016601,-.000873,.00133471,-.00116674
18apr1995,-.0032832,.0002241,-.00350735,.00517572,-.00142074,.00076869
19apr1995,-.0061288,.0002241,-.00635294,.00305606,-.00129739,-.00204032
20apr1995,.0015058,.0002241,.00128166,-.00523792,-.00309951,-.00451706
21apr1995,.0068415,.000223,.00661842,-.00628149,.0001726,-.00569339
24apr1995,.0024652,.0002249,.00224029,-.00560885,.00209839,.00187609
25apr1995,.0023487,.0002332,.00211555,.00158748,.00221256,-.0000613
26apr1995,.0031217,.0002433,.00287838,-.00228068,-.00096571,-.0009057
27apr1995,-.001262,.0002419,-.00150392,.00610814,.0007412,-.00173808
28apr1995,.0001727,.0002419,-.00006921,.00130082,-.00133751,-.00044761
01may1995,.0015224,.0002459,.00127653,-.00121222,.00273641,-.00082087
02may1995,.0073496,.0002462,.00710339,-.0053506,.00019188,-.00380274
03may1995,.0038736,.0002469,.00362662,-.00179638,-.00096666,-.00526776
04may1995,.0014644,.000248,.0012164,.0009846,-.00018458,-.00338
05may1995,-.0029091,.0002509,-.00315997,.00393935,-.002041,-.0029006
09may1995,.0035926,.0002263,.00336632,.00087832,-.00015073,.00406544
10may1995,.008242,.0002332,.00800877,-.00078374,.00287538,.00127611
11may1995,.0075534,.0002303,.00732315,.00037242,.00250875,-.00677497
12may1995,-.0010199,.0002267,-.00124655,.00426415,.00275409,.0009868
15may1995,.001539,.0002267,.00131231,.00210494,.00229976,.00110154
16may1995,-.0024419,.0002241,-.002666,.00475446,.00288663,-.00010033
17may1995,-.0002593,.0002252,-.0004845,.00182953,.00116542,-.00388154
18may1995,-.0023417,.000223,-.00256474,.00399276,-.00172112,.01112939
19may1995,-.0069345,.0002238,-.00715829,.00183123,-.00188678,-.00301463
22may1995,.0066134,.0002289,.00638454,-.00504308,-.00244249,-.00441705
23may1995,.0017132,.0002241,.0014891,-.0046329,-.00268944,-.00275984
24may1995,.0089562,.0002241,.00873204,-.00723861,.00506675,-.00276164
25may1995,.0019373,.0002241,.00171314,.00265965,.00696912,.00240528
26may1995,-.0042674,.000223,-.00449042,.00347579,.00045091,-.00208673
30may1995,.0003793,.0002299,.00014932,-.00067524,.0010092,.00121824
31may1995,.0028358,.000231,.00260478,.00089454,-.00368771,.00132095
01jun1995,.0059807,.000227,.00575365,.00128925,-.00059557,.00108821
02jun1995,.0009395,.0002252,.00071427,.00170162,-.00135193,.00023265
05jun1995,.0087779,.0002299,.00854799,-.00572465,-.00195566,.0029356
06jun1995,.0013696,.000231,.00113859,-.00171923,-.00088136,-.00129873
07jun1995,-.002349,.0002321,-.00258107,-.00097518,-.00354562,.00026463
08jun1995,.002198,.0002321,.0019659,-.0049105,.00149369,.0037011
09jun1995,-.0103489,.0002318,-.01058065,.00880915,-.00292017,.00262569
12jun1995,.0011945,.0002328,.00096162,-.006854,-.00354358,-.00177536
13jun1995,.0005252,.0002328,.0002924,-.00349187,-.00379256,.00056983
14jun1995,-.0020323,.0002332,-.00226554,.00104871,-.00414482,-.0008797
15jun1995,.0070262,.0002332,.00679302,-.00857182,.00056828,-.00298867
16jun1995,-.0009999,.0002321,-.00123205,.00108537,-.00453452,.00363056
19jun1995,.0041083,.0002357,.00387261,-.00241565,-.00115398,.00011025
20jun1995,-.0008853,.0002368,-.00112208,.0002991,-.0033438,-.00050729
21jun1995,.000268,.0002379,.00003014,-.00272273,-.00031326,.00004039
22jun1995,.0062676,.0002354,.00603226,-.00615029,.0007372,-.00118434
23jun1995,-.0057848,.000235,-.00601976,.004662,-.00175595,.00078939
26jun1995,-.0169418,.0002401,-.01718191,.01281929,-.00316337,.00167106
27jun1995,.0000378,.0002444,-.00020656,-.00577525,-.00082076,.00126337
28jun1995,-.0083101,.0002459,-.00855591,.0021974,.00168704,.00432682
29jun1995,.0026864,.0002444,.00244198,-.00438314,-.00033114,.00175714
30jun1995,.0045135,.0002412,.00427237,-.00394764,-.00074662,-.00188738
03jul1995,.002705,.0002422,.0024628,-.00070505,.00017342,-.00170191
04jul1995,.0068086,.0002412,.00656743,-.00447085,.00422781,-.00333405
05jul1995,.0117538,.0002419,.01151188,-.00397888,.00604187,-.00444554
06jul1995,.0002448,.0002422,2.567e-06,.00305794,.00486389,-.00491118
07jul1995,.0196465,.0002412,.01940537,-.01057935,.00132483,-.00085489
10jul1995,-.0001309,.0002433,-.00037425,.00414235,-.00064312,.00599558
11jul1995,.0025607,.0002444,.00231626,-.00027527,.00046573,.00357494
12jul1995,-.0029097,.000244,-.00315372,.00596156,-.00460071,.00163594
13jul1995,.0001819,.000243,-.00006103,.00391167,-.00090595,-.00438299
14jul1995,-.0039363,.0002412,-.00417742,.00258243,-.00008616,-.00361289
17jul1995,.0045289,.0002451,.00428376,-.00223247,-.002967,.0003703
18jul1995,-.0045521,.0002444,-.00479651,.00431084,.00073444,.00002249
19jul1995,-.0038132,.0002444,-.0040576,.0034266,.00232787,-.00278289
20jul1995,-.0012906,.0002422,-.00153284,.00084848,.00275892,.00288256
21jul1995,.0037593,.000243,.00351635,.0001316,.00227268,.00704813
24jul1995,.005574,.0002444,.00532956,-.00386891,-.00068148,.00254681
25jul1995,.0008875,.0002444,.00064307,.00275376,-.0017352,-.00291817
26jul1995,.0053201,.0002451,.00507499,-.00147693,-.00419643,-.00227044
27jul1995,.0009037,.0002444,.00065928,.00232146,-.00061943,-.00148666
28jul1995,.0027664,.0002459,.00252053,.00098548,.00015726,.00258232
31jul1995,-.0006699,.0002459,-.00091573,.00196505,-.00024968,.0016597
01aug1995,-.0029408,.0002469,-.00318773,.00379833,-.00347174,.00046291
02aug1995,.0123834,.0002469,.0121365,-.0105489,-.00448314,-.00167122
03aug1995,-.0048057,.0002462,-.00505188,.00450101,-.00297031,.00103648
04aug1995,.00254,.0002462,.00229379,.00037573,.00090801,.00132512
07aug1995,.0024763,.0002444,.0022319,-.0025669,.00276024,-.0003152
08aug1995,-.0036053,.0002448,-.00385011,-.00008688,-.00570509,-.0012415
09aug1995,.0000215,.0002451,-.00022363,-.00058096,.00310328,.0013473
10aug1995,.0016623,.0002444,.00141787,-.00188061,-.00124286,.00141751
11aug1995,-.0012876,.0002451,-.00153268,-.00042875,-.00407027,.00186772
14aug1995,-.0052715,.0002459,-.0055173,.00308366,-.00243354,.00158822
15aug1995,.0007776,.0002455,.00053214,-.00170306,-.00237802,.00031057
16aug1995,.0049571,.0002448,.00471235,-.00363987,-.00246477,-.00215792
17aug1995,.0016323,.0002444,.00138788,-.00125628,-.00045893,.00153929
18aug1995,.0096563,.0002448,.00941151,-.00624268,.00012514,-.00246232
21aug1995,.0066898,.0002451,.00644466,-.00493827,-.00193775,.00009979
22aug1995,-.0009564,.0002451,-.00120149,.00508093,-.00201064,-.00101267
23aug1995,-.0029,.0002451,-.00314513,.00334997,-.00366414,-.00198064
24aug1995,.00072,.0002459,.0004742,.00047258,-.00521468,.0053153
25aug1995,.0014743,.0002455,.00122884,-.00124373,.0008929,.0003728
29aug1995,-.0044376,.0002459,-.00468347,.00497282,.00408183,-.00245793
30aug1995,.0004174,.0002462,.00017123,-.00037209,-.00425652,.00272131
31aug1995,-.0050708,.0002451,-.00531596,.00597699,-.002469,.00394945
01sep1995,.0075775,.0002451,.00733235,-.00308108,-.00346624,.00191995
04sep1995,.0042541,.0002451,.00400896,-.00233426,-.00521188,.00252467
05sep1995,.0024868,.0002459,.002241,-.00136991,-.00207348,.00036354
06sep1995,.005515,.0002451,.00526982,-.00212229,-.00132105,8.601e-06
07sep1995,-.0016029,.0002444,-.00184731,.00508091,-.00326049,.00441857
08sep1995,.0026595,.0002451,.00241437,-.00075066,.00105874,.0043779
11sep1995,-.0011835,.0002451,-.00142863,.00488363,-.00253488,-.00065599
12sep1995,-.0039729,.0002459,-.00421878,.00206469,-.00164429,-.00024377
13sep1995,.0074877,.0002455,.00724221,-.00440751,.00083211,.00062745
14sep1995,-.0010697,.0002462,-.00131587,.00725583,.00085693,.00393903
15sep1995,.0000278,.0002462,-.0002184,-.00095456,-.00109434,.00880872
18sep1995,-.0050271,.0002462,-.00527329,.00293168,-.00493605,.00562155
19sep1995,.0013837,.0002462,.00113746,-.00329703,-.00336552,-.00222459
20sep1995,.0046477,.0002462,.00440151,-.00423192,.00007342,-.00307805
21sep1995,-.0006043,.0002462,-.00085054,.00213309,.00198343,.00200239
22sep1995,-.0103423,.0002462,-.01058852,.0054288,.00072208,.00056249
25sep1995,-.0005197,.0002462,-.00076592,.00090037,-.00377422,-.00330295
26sep1995,.004195,.0002469,.00394805,-.00312523,-.00150938,-.003165
27sep1995,-.0091316,.0002462,-.00937783,.00884829,-.00203563,.00294014
28sep1995,-.0010522,.0002469,-.00129916,-.00010441,-.00585737,.00280761
29sep1995,.0078752,.0002477,.00762759,-.0020243,-.00130059,-.0035696
02oct1995,.0033527,.0002466,.00310617,-.00246243,.00119988,-.00107437
03oct1995,.0013702,.0002477,.00112251,-.00095839,.00298109,-.00031125
04oct1995,.0049217,.000248,.00467366,-.00225737,-.00058323,.00121974
05oct1995,.000521,.0002477,.00027336,.00637315,.0021844,-.00170625
06oct1995,-.0042146,.0002469,-.00446151,.00583369,-.00370812,-.00180346
09oct1995,-.0043021,.0002477,-.00454979,.00623897,-.00172716,.00242362
10oct1995,-.0133683,.0002477,-.013616,.00563011,-.00001674,-.00094621
11oct1995,.0037618,.0002477,.00351412,-.00275929,-.00175735,.00103859
12oct1995,.0111299,.0002477,.01088223,-.00839986,-.00187938,.00319891
13oct1995,.0096297,.0002477,.00938205,-.00655586,-.00234774,.00161108
16oct1995,-.0015031,.0002477,-.00175072,.00162705,-.00268696,-.00044248
17oct1995,.0009087,.0002477,.00066109,-.00238328,-.00065852,-.00008134
18oct1995,.0065564,.0002477,.00630877,-.00683262,-.00258309,.00129643
19oct1995,-.0030985,.0002462,-.0033447,.00194116,-.00799557,.00187203
20oct1995,-.0054289,.0002459,-.0056747,.00433663,-.00483088,-.00002235
23oct1995,-.0053821,.0002462,-.00562831,-.00188831,-.01226224,.00925923
24oct1995,.0002793,.0002451,.00003416,-.00216634,.00059468,-.00314413
25oct1995,.0006073,.0002451,.00036215,.00272124,-.00129328,-.00114982
26oct1995,-.0050506,.0002451,-.00529577,.00163359,-.00100133,-.00037122
27oct1995,-.0059457,.0002451,-.00619083,-.00037052,-.0011623,.00147101
30oct1995,.0036395,.0002444,.00339514,-.0024195,-.00134197,-.0017454
31oct1995,.004547,.0002444,.00430258,-.0034293,.00062298,.00135009
01nov1995,-.0026445,.0002455,-.00288997,.00013523,-.00100094,.00204282
02nov1995,.0008347,.0002459,.00058888,-.00217954,-.00130343,.00208026
03nov1995,-.0052075,.0002451,-.00545259,.00579773,-.00346712,-.00105641
06nov1995,.003882,.0002455,.00363651,-.0075693,-.00525499,.00368022
07nov1995,.0018388,.0002455,.00159326,-.00273765,.00182323,.00662494
08nov1995,.0037338,.0002455,.00348831,-.00087696,.00577076,-.00158782
09nov1995,.0009282,.0002451,.0006831,-.00103917,.00044413,.00036549
10nov1995,-.0041,.0002459,-.00434581,.00220225,-.00142125,.00026276
13nov1995,.0038858,.0002459,.00363994,-.00099658,.00392837,-.00201659
14nov1995,.0026642,.0002462,.00241798,-.00096689,.00178796,-.00039239
15nov1995,.0056829,.0002462,.00543667,-.00288866,-.00033099,.00098099
16nov1995,.0102226,.0002469,.00997564,-.00454969,.00270112,.00044899
17nov1995,.0000822,.0002466,-.00016441,.00345231,-.00203603,.00373462
20nov1995,.0047853,.0002477,.00453766,-.00299698,-.00337898,.00469772
21nov1995,-.0063296,.0002487,-.00657832,.00462683,.00438739,.00096925
22nov1995,.0061642,.0002498,.00591439,-.00378214,.00735726,.00757746
23nov1995,-.0068829,.0002477,-.00713053,.0022007,.00186745,.00193921
24nov1995,.0047828,.0002477,.00453513,-.00432362,.00148801,.00508804
27nov1995,.0055386,.000248,.00529054,-.00767056,-.0014773,-.00293265
28nov1995,-.0002173,.0002459,-.00046318,-.00087415,.00006251,-.00601494
29nov1995,.0018002,.0002459,.00155434,.00246532,.00041156,-.00225998
30nov1995,.0022377,.0002455,.00199222,.00380532,-.00845837,.00077709
01dec1995,.003552,.0002459,.0033062,.00051395,-.00377831,.0042319
04dec1995,-.0012742,.0002462,-.00152042,.0027541,.00297435,.00130585
05dec1995,-.0010868,.0002462,-.00133304,-.00068986,-.00329505,-.00579497
06dec1995,-.000892,.0002462,-.00113824,-.00071075,-.00214663,.00310241
07dec1995,-.0050323,.0002444,-.0052767,.00512012,.00414976,-.00186524
08dec1995,-.0030115,.0002422,-.00325378,-.00162715,.00269934,-.0017014
11dec1995,.0054208,.0002422,.00517853,-.00496289,-.00079816,.00035798
12dec1995,.0003662,.000243,.00012326,-.00054788,.00082384,.00108374
13dec1995,.001905,.0002419,.00166312,.00176701,.00289843,-.00240069
14dec1995,.0028893,.0002372,.00265209,-.00182625,.00160359,-.00324396
15dec1995,-.0058024,.0002372,-.00603956,.00742797,-.00326015,.00119503
18dec1995,-.0092294,.0002368,-.00946623,.00648019,.01086764,.00142212
19dec1995,-.0051235,.0002372,-.00536064,-.00108617,.00751811,-.00367302
20dec1995,.0087919,.0002375,.00855438,-.00694649,-.00071988,-.00267098
21dec1995,.0043611,.0002379,.00412316,-.0037075,-.0012132,-.00094398
22dec1995,.0060613,.0002372,.00582413,-.00381168,-.00232063,-.00098008
27dec1995,.0058154,.0002379,.0055775,-.00321643,.00113892,.00171004
28dec1995,.0020817,.0002379,.00184381,.00089541,-.0028681,.00303263
29dec1995,.0032836,.0002386,.00304498,-.00321578,-.00162711,-.00091922
02jan1996,.0011555,.0002361,.00091943,.00215319,.00594494,-.00305534
03jan1996,.0067583,.0002361,.00652225,.00089774,.00360934,-.00089182
04jan1996,.0008747,.0002368,.00063794,.00326481,-.00134073,-.00385132
05jan1996,-.0017347,.0002354,-.00197008,.0045638,.00073043,-.00090702
08jan1996,.0039198,.0002354,.00368446,-.00032909,.00147805,.00041789
09jan1996,-.0043141,.0002361,-.00455022,.00337013,-.00187152,-.00075027
10jan1996,-.0072922,.0002354,-.00752752,.00430035,.00133757,-.00310475
11jan1996,-.0046788,.0002354,-.00491417,-.00152495,-.00136457,-.0044584
12jan1996,.0010678,.0002354,.00083238,.00142305,.00041968,.00102215
15jan1996,.0014222,.000235,.00118714,-.00160669,.00100724,.00396477
16jan1996,.0104768,.000235,.01024181,-.00697879,-.00132614,-.00027403
17jan1996,-.0013524,.0002343,-.00158666,.00290132,-.00293661,-.0013064
18jan1996,.0100038,.0002354,.00976848,-.00298331,-.00023549,-.00071331
19jan1996,.0009924,.0002264,.00076606,.00434143,-.00209195,.00049797
22jan1996,.0019501,.0002267,.00172335,-.00042889,-.00205736,.0031239
23jan1996,-.0039712,.0002264,-.00419763,.0043377,-.00012828,.00015383
24jan1996,.0057503,.0002264,.00552396,-.00183537,-.00307133,.00290278
25jan1996,-.004625,.0002264,-.00485138,.00660738,-.0030465,-.00061717
26jan1996,.0001183,.0002267,-.00010845,.00330096,-.00287796,-.00056381
29jan1996,.0005257,.0002267,.00029896,-.00048644,-.00081322,.00061353
30jan1996,.0011494,.0002267,.00092264,-.00122761,-.0031631,-.00037863
31jan1996,.0061995,.0002264,.00597314,-.00331386,.00164998,.00210157
01feb1996,-.0009519,.0002267,-.00117865,.00056881,.00124535,-.00605944
02feb1996,.0067611,.0002267,.00653433,-.0066332,.00074253,.00372223
05feb1996,-.0073509,.0002264,-.00757732,.00530567,.00323195,-.00245289
06feb1996,.0003657,.0002264,.00013931,.0004337,.00060622,-.00186625
07feb1996,-.0037993,.000226,-.00402528,.00691721,.00006032,-.00225422
08feb1996,-.0033092,.0002264,-.00353556,.00368401,-.00674079,-.00307734
09feb1996,.0016568,.0002264,.00143041,-.00177832,-.00337936,.00002087
12feb1996,.0023826,.0002267,.00215588,-.00162714,.00204119,-.00018631
13feb1996,.0045378,.0002267,.00431109,-.00399298,-.00204929,-.00009288
14feb1996,-.0003259,.0002267,-.00055267,.0018872,-.00307681,.00211143
15feb1996,.0082486,.0002264,.00802223,-.00275139,-.00266085,.00363696
16feb1996,-.0010671,.0002264,-.00129349,.00437615,.00075317,.00221951
19feb1996,-.0049269,.000226,-.0051529,.00725204,-.00012452,-.00096027
20feb1996,-.0064087,.0002264,-.00663506,.00459875,.00332721,-.00316581
21feb1996,.0022002,.0002267,.00197346,-.00318599,.00152644,.00041678
22feb1996,.0037178,.0002282,.00348958,-.00173749,-.00032173,-.00287806
23feb1996,.0007746,.000226,.00054862,.00078763,.00265701,-.00231176
26feb1996,-.006394,.000226,-.00662006,.00473059,-.00014528,-.00128072
27feb1996,.0023829,.000226,.00215689,.00022215,.00148185,.0012785
28feb1996,.0053553,.000226,.00512932,.00161983,.0066038,-.00193294
29feb1996,-.0019878,.000226,-.00221384,.00368611,-.00022326,-.00324153
01mar1996,.006112,.0002253,.0058867,-.00305148,.0036022,.00044121
04mar1996,.0053762,.0002257,.00515051,-.00164378,-.00204165,.00005911
05mar1996,.0030952,.0002242,.00287097,.00157895,-.00520695,-.00116939
06mar1996,-.0031819,.0002231,-.00340502,.00744119,.00369176,.00120696
07mar1996,.0001738,.0002213,-.00004758,.00019731,.00291019,.00097345
08mar1996,-.0107262,.0002213,-.01094753,.00687029,-.0007301,-.00067528
11mar1996,-.0093335,.0002199,-.00955342,-.00438359,.00781613,.00265692
12mar1996,-.0059877,.0002192,-.00620689,.0080228,.00108871,.00391661
13mar1996,.0006671,.0002199,.0004472,.00138681,.00391692,.00674352
14mar1996,.0085544,.0002192,.00833522,-.01030796,-.0071049,.00110766
15mar1996,-.0074151,.0002188,-.00763389,.00809025,-.00002173,.00354267
18mar1996,.0083936,.0002192,.00817437,-.0027328,-.00405865,-.00684025
19mar1996,.0063556,.0002188,.00613674,.00039039,-.00091239,-.00093111
20mar1996,-.0010396,.0002188,-.0012584,.00331053,.00112131,-.00030768
21mar1996,.0033366,.0002188,.00311779,-.00221954,-.00752861,-.00072429
22mar1996,.0021327,.0002188,.00191391,.00197985,-.00647207,.00020479
25mar1996,-.0025163,.0002188,-.00273514,.00392353,-.00003304,.00222783
26mar1996,-.0041699,.0002192,-.00438904,.00485686,-.00227774,-.00342979
27mar1996,.002924,.0002192,.00270478,.00114429,.00173314,.00167177
28mar1996,.0002467,.0002192,.00002756,.00233397,.00448906,-.00425783
29mar1996,.0062644,.0002192,.00604518,-.00490801,.00001385,-.00214386
01apr1996,.0056964,.0002192,.00547719,-.00333887,-.00284915,-.00500496
02apr1996,.0030662,.0002192,.002847,-.00024893,-.00239541,-.00452597
