date,rm,rf,rmrf,smb,hml,umd
11mar2003,.0021772,.0001388,.00203836,-.01294891,-.0044759,.01392257
12mar2003,-.0401437,.0001388,-.04028258,.02918147,.00012603,.00292037
13mar2003,.0522646,.0001369,.05212763,-.05121739,-.00424555,-.01179481
14mar2003,.0305371,.0001369,.03040026,-.02395002,-.00075827,-.02628672
17mar2003,.0300384,.0001374,.02990105,-.02505422,-.00528676,-.00267419
18mar2003,.0085269,.0001381,.00838882,.00910663,.00022337,-.00793393
19mar2003,.0074285,.0001381,.00729046,-.0000787,-.00578037,-.00591223
20mar2003,.000566,.0001358,.00043016,.00222369,.00479823,-.00615242
21mar2003,.0231808,.0001358,.023045,-.01458003,-.00349381,.00502866
24mar2003,-.0281681,.0001358,-.02830397,.02061979,-.00231254,-.000551
25mar2003,.0037978,.0001358,.00366194,-.00825741,-.00800278,.00460567
26mar2003,.0081767,.0001358,.00804088,-.00246208,-.00216766,-.00355044
27mar2003,-.0154392,.0001358,-.01557503,.01573078,.00096114,-.00665592
28mar2003,-.0047577,.0001358,-.00489346,.00674739,.00317172,-.00539121
31mar2003,-.0239295,.0001358,-.02406531,.01785308,.00311744,-.00755115
01apr2003,.01729,.0001358,.01715417,-.01569733,-.00019803,.00292053
02apr2003,.0192685,.0001358,.01913273,-.01362165,.00617614,-.001225
03apr2003,.004556,.0001358,.00442022,-.00288068,-.00184383,-.00737377
04apr2003,.01057,.0001358,.01043421,-.00520717,-.00342538,.00454657
07apr2003,.0306019,.0001358,.03046609,-.01417834,.00632176,-.01063909
08apr2003,-.01552,.0001358,-.0156558,.01509611,-.00525207,.00026083
09apr2003,-.0013312,.0001358,-.00146704,.00482973,.00183765,.00209953
10apr2003,-.0127943,.0001358,-.01293015,.01623532,.00924369,-.01073793
11apr2003,.001919,.0001366,.00178249,.00388164,-.00216369,.00086432
14apr2003,.0100278,.0001388,.00988896,-.00709589,.00043577,.00301121
15apr2003,.0166731,.0001388,.0165343,-.00413494,-.00158864,-.00188874
16apr2003,-.0115532,.0001385,-.01169164,.02192802,.00153003,-.01088876
17apr2003,.0078252,.000138,.00768725,-.00540774,-.00659579,.00279527
22apr2003,.0070902,.0001351,.00695514,-.00024398,.00404405,.00446807
23apr2003,.0136737,.0001351,.01353865,.00543156,.00117968,.0062859
24apr2003,-.0151557,.0001351,-.01529082,.01347893,-.00078167,.00082581
25apr2003,-.0074494,.000135,-.00758444,.00010305,-.00574496,-.00571187
28apr2003,.0163257,.0001366,.01618908,-.0116762,.00286972,.00030166
29apr2003,-.00157,.0001366,-.00170662,.01020384,.00400422,.00844916
30apr2003,.0008913,.0001358,.00075541,.00401986,-.01103095,-.00412442
01may2003,-.0103069,.0001328,-.01043967,.01466501,-.00376046,-.00896539
02may2003,.0174104,.0001327,.01727767,-.01081676,.00429454,.01173023
06may2003,.0144086,.000134,.01427467,-.00318907,.00383496,.01126743
07may2003,-.000486,.0001347,-.00062069,.01754952,-.00167185,.00743353
08may2003,-.0148174,.000135,-.01495245,.01740062,.00031592,-.0129407
09may2003,.0091992,.0001377,.00906153,-.00296133,.00452886,-.00764826
12may2003,.0051425,.0001377,.00500477,-.00122581,-.0046882,.00211621
13may2003,.0040177,.0001377,.00387998,.00199675,.00719548,-.00370173
14may2003,-.0038368,.0001377,-.00397447,.00564888,-.00372645,-.00502899
15may2003,.0094534,.0001377,.00931566,-.00112065,.0053305,.00025375
16may2003,.0103982,.0001377,.01026053,.00570991,-.00016927,.00492017
19may2003,-.024865,.0001377,-.02500269,.01671928,-.00104217,-.00682903
20may2003,.0067416,.000137,.00660464,-.00858732,.0044923,-.00555988
21may2003,-.0088201,.000137,-.00895704,.00440543,.00515324,-.00928094
22may2003,.0129562,.0001369,.01281931,-.00836486,.00346822,-.00257824
23may2003,-.0021451,.0001365,-.00228157,.00388325,.01600216,-.00464225
27may2003,.0026996,.0001366,.00256299,.0044786,-.00965194,-.00561978
28may2003,.0198433,.0001366,.01970676,-.00879098,.00769923,.00614466
29may2003,.0036323,.0001369,.00349543,.00025776,.01262139,.00240998
30may2003,-.0064298,.0001369,-.00656669,.00885047,.01870036,.0007404
02jun2003,.0190024,.000137,.01886546,-.00173657,-.00015972,-.00487766
03jun2003,-.0036805,.000137,-.0038175,.00410757,-.00448954,-.0116719
04jun2003,.0037859,.000137,.00364893,.00071365,.00622048,.00471328
05jun2003,-.0030885,.0001369,-.0032254,.01821528,.00379493,-.0137486
06jun2003,.0133911,.0001369,.01325423,-.00320993,-.01126728,-.00990945
09jun2003,-.0053571,.000137,-.00549405,.0010675,-.00999522,-.00992079
10jun2003,-.0043327,.000137,-.00446965,-.00062781,-.00201574,-.0126045
11jun2003,.0084867,.000137,.00834976,.00429885,-.00603084,.0004851
12jun2003,.0037619,.0001369,.00362493,.01229726,.0114606,.00402804
13jun2003,-.0056383,.0001369,-.00577514,.01255583,-.00180695,-.001205
16jun2003,.003769,.0001362,.00363279,-.00317531,-.00446521,-.00355521
17jun2003,.009261,.0001362,.0091248,-.00123578,-.00550693,.00258768
18jun2003,.0035601,.0001362,.0034239,-.00209992,.00130193,-.00105021
19jun2003,-.0161726,.0001362,-.01630879,.01161881,.00105859,-.0087516
20jun2003,.0057024,.0001361,.00556622,-.00858468,-.00232976,-.01373297
23jun2003,-.0157564,.0001362,-.01589263,.01250975,.00343513,.0030646
24jun2003,-.007628,.0001362,-.00776421,-.00389129,-.00297538,-.00072262
25jun2003,.0021733,.0001362,.00203708,-.00456405,.00420773,.00063088
26jun2003,-.0060351,.0001362,-.00617124,-.0014796,-.01738415,.00705891
27jun2003,.0062425,.0001361,.00610638,-.00832311,-.00014986,-.00348899
30jun2003,-.007528,.0001375,-.00766554,.01291951,.00157419,.00675057
01jul2003,-.01518,.0001373,-.01531728,.01191691,.00601091,.00186632
02jul2003,.0105009,.0001373,.0103636,-.00816542,.00915051,-.00772903
03jul2003,.0042824,.0001373,.00414512,-.00649585,-.00117898,-.00901713
04jul2003,-.000621,.0001373,-.00075834,.00305532,-.00077646,-.00305994
07jul2003,.0130696,.0001374,.01293226,-.00316184,.00288669,-.00681044
08jul2003,.00199,.0001373,.00185265,.01060934,.00348007,.00602606
09jul2003,-.0028633,.0001371,-.00300048,.00907347,.00386438,-.00202278
10jul2003,-.0054047,.0001371,-.00554187,.00572538,-.00243694,-.00017202
11jul2003,.0055264,.0001284,.00539804,-.00466265,-.00400968,-.00084612
14jul2003,.0163819,.0001287,.01625321,-.00559825,-.00215574,.01253443
15jul2003,-.0043231,.0001287,-.0044518,.01256654,.01151693,.00100912
16jul2003,-.0051539,.0001287,-.00528259,.00742061,-.00264299,-.00092315
17jul2003,-.0053007,.0001283,-.00542892,.00032174,-.00176587,-.00856246
18jul2003,.0038712,.0001279,.00374333,-.00287579,-.00408521,.000724
21jul2003,-.0061306,.0001268,-.00625735,.0057266,-.00395745,-.00068022
22jul2003,.0072473,.0001268,.00712048,-.00901702,.00319685,-.00418592
23jul2003,.0023487,.0001268,.00222196,.00425293,-.01193843,.00297248
24jul2003,.0140354,.0001254,.01391,-.01908347,-.00427328,-.00626432
25jul2003,-.0035773,.000128,-.00370529,.00167405,.00622218,.00650746
28jul2003,.0044058,.0001281,.0042777,.00169948,.00420071,.00004686
29jul2003,-.0019123,.0001279,-.00204022,.0005408,.00411656,-.00279497
30jul2003,.001968,.0001279,.00184008,.00391707,-.00117273,-.00359364
31jul2003,.0041927,.0001283,.00406442,.00328726,.00787298,.00760006
01aug2003,-.0112513,.0001286,-.01137996,.0171487,.000861,.00789543
04aug2003,.0003519,.0001273,.00022459,.00305744,-.00345846,-.00034576
05aug2003,.0048106,.0001273,.00468331,-.00470305,.00187586,-.00038277
06aug2003,-.0113114,.0001273,-.01143877,.00309972,-.00140598,-.00808267
07aug2003,.0050816,.0001277,.00495393,-.0059778,.00272372,-.00412772
08aug2003,.0114973,.0001277,.0113696,-.00883292,-.00400585,.00286338
11aug2003,.0065187,.0001289,.00638987,-.00470419,.00198798,.00198775
12aug2003,.002455,.0001294,.00232558,.00184702,-.00017814,-.00070579
13aug2003,.0038064,.0001294,.00367701,.00090407,-.00091906,-.00253848
14aug2003,.0125098,.0001294,.01238041,-.00771916,.00208155,-.00016673
15aug2003,.0035248,.0001294,.00339546,.00089128,.00516648,.00752773
18aug2003,.0055111,.0001297,.00538132,-.00130167,.00042272,.00352411
19aug2003,-.003052,.0001297,-.0031817,.00514831,.00357597,-.00312004
20aug2003,-.0055068,.0001284,-.00563513,.0016032,.00140691,-.00727175
21aug2003,.0022984,.0001284,.00217003,.00340927,-.00374555,-.00003759
22aug2003,.0012587,.0001313,.00112737,.00312096,-.00030068,.00244191
26aug2003,-.0104684,.0001323,-.01060071,.00727356,-.00572703,-.00757184
27aug2003,.0063983,.0001331,.00626522,-.0069356,.00093873,-.00476627
28aug2003,-.0017627,.0001331,-.00189576,-.00076286,-.00173365,-.00275085
29aug2003,-.0066677,.0001344,-.00680211,.01301981,.00321793,.00222405
01sep2003,.010115,.0001357,.0099793,-.00421336,.00204901,-.01121398
02sep2003,.0011045,.0001356,.00096894,.01054328,.00198267,.00371637
03sep2003,.0144341,.0001356,.01429855,-.00376452,-.00305388,.00331979
04sep2003,-.0042014,.0001355,-.00433689,.00272105,.00442252,-.00966884
05sep2003,.0018626,.0001355,.00172709,-.00085898,.00517187,-.00707581
08sep2003,.0075586,.0001361,.00742241,-.00747027,.004583,-.00150992
09sep2003,-.0062269,.0001361,-.00636296,.00606269,.00113105,-.00211908
10sep2003,-.0038761,.0001361,-.00401218,-.00550119,-.00370115,-.01429457
11sep2003,-.0028844,.0001361,-.00302042,-.00234691,-.00297563,-.0047215
12sep2003,-.0005776,.000136,-.00071366,-.00143022,.00625789,.0031435
15sep2003,.0050378,.0001361,.0049017,-.00367062,.00269278,.00031681
16sep2003,.0080011,.0001361,.00786502,-.00239924,-.00371197,-.00153864
17sep2003,.0002111,.0001361,.00007502,.00440351,-.00052374,-.00278775
18sep2003,.0046574,.0001361,.0045213,-.00247999,.00534358,-.00192296
19sep2003,-.0109926,.000136,-.01112868,.00874778,.00051912,.0002595
22sep2003,-.0072592,.0001365,-.00739573,-.00098715,.00165871,.00513225
23sep2003,-.0023585,.0001361,-.00249462,-.0021986,.00028992,.00680249
24sep2003,.0038473,.0001366,.00371076,-.00508873,.00509876,.00519558
25sep2003,-.0087882,.0001367,-.0089249,-.00183492,-.00241942,.00481588
26sep2003,-.0108246,.0001369,-.01096148,.00337809,-.00309964,-.00089547
29sep2003,-.002796,.0001368,-.00293281,.00504432,-.00174053,-.00365302
30sep2003,-.0115596,.0001368,-.01169639,.00541638,-.00035432,.0042551
01oct2003,.0165684,.0001362,.01643224,-.01261796,.00232935,-.00234982
02oct2003,.0094866,.0001362,.00935039,-.00065639,-.00268296,-.00718376
03oct2003,.0147196,.0001361,.01458342,-.00762761,-.00394472,-.00794171
06oct2003,.0001672,.0001366,.00003056,.00163621,.00303864,-.0047843
07oct2003,.0006369,.000137,.00049992,.00393505,-.00144778,-.00455218
08oct2003,.0005958,.000137,.00045889,.00162582,.00843219,-.00025559
09oct2003,.0101955,.0001369,.0100586,-.00359982,.00156045,-.0069652
10oct2003,.0002724,.0001354,.00013701,.00746354,.00022069,.00650857
13oct2003,.0109739,.0001357,.01083819,-.00274469,.00119792,-.00068312
14oct2003,-.0050299,.0001356,-.00516555,.01166543,-.00304702,.00032969
15oct2003,.0086726,.0001358,.00853684,-.00096037,.00030132,.00918974
16oct2003,-.0058699,.0001356,-.00600556,.00545095,-.00181746,-.00660516
17oct2003,.0007436,.0001356,.00060802,-.00032138,-.00350987,.0000834
20oct2003,.0001415,.0001358,5.686e-06,-.00211953,.00144909,-.00359777
21oct2003,.0012692,.0001358,.00113336,-.00073436,.00250759,.00255679
22oct2003,-.0155866,.0001366,-.01572315,.00209063,.00007592,-.00678438
23oct2003,-.0112435,.0001373,-.01138084,-.00770971,-.00600018,-.00789125
24oct2003,-.0001588,.0001371,-.00029589,.00241488,-.00114926,.00004114
27oct2003,.0028864,.0001379,.00274849,-.00154588,-.00360367,.0050503
28oct2003,.0050276,.0001383,.00488934,-.0041605,.00464367,-.00613686
29oct2003,-.0003647,.0001371,-.00050186,.00302991,.00265162,.00027998
30oct2003,.0072339,.0001403,.00709362,-.00685081,-.00385706,.0012396
31oct2003,-.0023075,.000141,-.00244856,.00384985,.00223344,-.00266075
03nov2003,.0098342,.0001415,.0096927,-.00688645,.00029586,.00030652
04nov2003,-.0004883,.0001424,-.00063068,.00270271,.00132122,-.00491417
05nov2003,-.0058575,.0001424,-.00599988,-.00042192,.00187626,.00368789
06nov2003,.0047216,.0001428,.00457886,.00075802,.00047166,-.00501558
07nov2003,.0119642,.0001424,.01182185,-.00594889,-.00058597,-.00066409
10nov2003,-.0072184,.0001424,-.00736085,.00850475,.00046723,.00164911
11nov2003,-.000655,.0001424,-.00079738,-.0087038,-.0033768,-.00596348
12nov2003,.0068018,.0001424,.00665946,-.00912422,.00613971,.00547018
13nov2003,.0002375,.0001424,.00009512,.00266955,-.00400717,-.00008154
14nov2003,.0045424,.0001429,.00439953,-.01079964,.00235853,.00417621
17nov2003,-.0133293,.000143,-.01347232,.00281804,-.00045509,.00065618
18nov2003,.0033895,.000143,.00324657,-.00366198,.01355632,.00151705
19nov2003,-.0060222,.000143,-.00616518,.00098897,.0079169,.00053953
20nov2003,-.00504,.0001425,-.00518255,-.00198821,-.00086815,.00608707
21nov2003,.0020521,.0001425,.00190961,.00089042,-.00128297,.00325031
24nov2003,.0135682,.0001429,.01342529,-.00573977,.00677553,-.00017654
25nov2003,.0016596,.0001429,.00151666,.00093634,.0031463,-.00132065
26nov2003,-.0017535,.0001429,-.00189641,.00066081,-.000294,-.00674185
27nov2003,-.0017654,.0001429,-.00190829,.00354587,-.00275134,-.0017479
28nov2003,-.0033606,.0001429,-.00350351,.01156743,.00295201,-.0028289
01dec2003,.0140011,.0001429,.01385815,-.01164138,.0092488,.00365907
02dec2003,-.0051452,.0001429,-.00528807,.00713117,.00440108,.00812539
03dec2003,.0031583,.0001429,.00301543,.0017094,-.00372479,-.00271477
04dec2003,-.0023438,.0001429,-.00248671,.00140166,.00731339,-.00319415
05dec2003,-.0029849,.0001429,-.00312776,-.00243255,.00127478,-.00177099
08dec2003,-.001798,.0001414,-.00193946,.00060981,-.00120183,-.00251759
09dec2003,.0041398,.0001414,.00399841,-.00321332,.00359633,.0046503
10dec2003,-.0099648,.0001414,-.01010625,.00252655,.00009366,-.003969
11dec2003,-.0015195,.0001418,-.00166131,-.00546925,.00709343,-.00374358
12dec2003,.0034918,.0001422,.0033496,-.00073207,.00083208,-.00089894
15dec2003,.0006676,.0001433,.00052435,.00555456,-.00803315,-.00051266
16dec2003,-.0041622,.0001429,-.00430506,.00011504,-.00299236,.00009226
17dec2003,.0038601,.0001429,.00371719,-.00424441,-.00107125,-.00215862
18dec2003,.0089988,.0001429,.00885587,-.00925948,.00821535,-.0033897
19dec2003,.0036971,.0001433,.00355379,.00109813,-.00082646,-.00022359
22dec2003,.002252,.000144,.00210795,-.00335436,.00333921,-.00412256
23dec2003,.0040453,.000144,.00390129,-.00044747,.00008549,-.00227384
24dec2003,.0010929,.000144,.00094889,.00037516,.00021289,.00098648
29dec2003,.0029849,.0001448,.00284013,.00026039,-.00635398,-.00192824
30dec2003,.0032524,.0001448,.00310768,.00274809,-.00038989,-.00253233
31dec2003,.0013346,.0001448,.00118989,-.00232832,.00083398,.00071089
02jan2004,.0070685,.0001431,.00692538,-.00324454,-.00047937,-.00093901
05jan2004,.0007898,.0001435,.00064637,.00016118,.00883179,-.00535942
06jan2004,-.0013566,.0001435,-.00150006,.00736057,.00405952,.00154244
07jan2004,-.0055491,.0001435,-.00569254,.01037706,.00674662,-.00050846
08jan2004,.0057819,.0001435,.00563847,.00608395,.00118347,.00314485
09jan2004,-.0046596,.0001435,-.00480307,.00921098,.00124585,.00489876
12jan2004,-.0033641,.0001424,-.00350646,.00191657,.00016499,-.00268125
13jan2004,-.0007448,.000142,-.00088683,.00453016,.00836979,.00384547
14jan2004,.0053298,.0001424,.00518742,-.0002575,.00584304,.00213409
15jan2004,-.0003814,.0001424,-.0005238,.00804235,-.00827145,-.00162865
16jan2004,.0077517,.0001424,.00760931,.00499901,-.00655676,-.00677073
19jan2004,.0064668,.000142,.00632477,-.00086085,.00111089,-.01018524
20jan2004,-.0035973,.0001424,-.00373963,.00311549,.00472982,-.00227939
21jan2004,.0022951,.0001427,.0021524,-.00691536,-.00386137,-.0092278
22jan2004,-.0074156,.0001427,-.00755835,-.00109431,-.00173289,-.0101221
23jan2004,-.0034029,.0001446,-.00354746,.0045432,-.00161216,.00165763
26jan2004,-.0030423,.0001453,-.00318756,.00098517,-.00351733,-.00053702
27jan2004,.0008326,.0001453,.00068733,.00168931,.00576085,.00918041
28jan2004,.0034478,.0001453,.00330252,-.00398704,-.01172775,.00196196
29jan2004,-.0121327,.0001453,-.01227804,.00284042,-.00500011,-.00251758
30jan2004,-.0025005,.0001471,-.00264761,.01073004,.00422316,-.00137905
02feb2004,-.0010409,.0001475,-.00118837,.0055147,-.00316566,.00406663
03feb2004,.0014197,.0001479,.00127178,-.00374894,.00168118,-.00432793
04feb2004,.0007543,.000149,.00060537,-.00348143,-.00327697,.00311332
05feb2004,-.0019018,.000149,-.00205073,.0058316,-.00255822,-.00241947
06feb2004,.0047266,.0001497,.00457685,.00348172,.00115641,-.00430161
09feb2004,.0069507,.0001497,.00680095,-.00120571,.00493147,-.00342062
10feb2004,-.0058902,.0001497,-.00603994,.00246364,-.00555029,-.00090463
11feb2004,-.0011781,.0001497,-.00132783,.00570654,.0007771,.00707808
12feb2004,-.00248,.0001497,-.0026297,.00504852,.00941992,-.00005336
13feb2004,.0071813,.0001504,.00703084,-.0049593,.00443515,.00023663
16feb2004,-.0005074,.0001497,-.00065716,.00370897,-.00169058,.00588518
17feb2004,.0109673,.0001504,.01081687,-.01196308,.00384757,-.00178787
18feb2004,-.0009491,.0001504,-.00109951,.00420474,-.0050412,.00398617
19feb2004,.0141942,.0001504,.01404374,-.01029506,.00354231,-.00123759
20feb2004,.0001974,.0001504,.00004697,.00281236,-.00379294,-.00685063
23feb2004,.0016294,.0001512,.00147823,-.00114702,.00866019,.00259831
24feb2004,-.0061884,.0001512,-.00633957,.00060081,.00185651,-.00652233
25feb2004,.0026536,.0001512,.00250244,-.00287908,-.0025518,-.00326553
26feb2004,.0018682,.0001512,.00171701,-.00404848,-.00150172,.00324843
27feb2004,-.0039562,.0001512,-.00410736,.00480441,-.00031379,-.00073075
01mar2004,.009525,.0001523,.0093727,-.00825301,.00483446,.00522202
02mar2004,.0013532,.0001523,.00120096,.00233504,-.00185494,-.00177333
03mar2004,-.0026194,.0001523,-.00277168,.00407496,-.00057825,-.00050633
04mar2004,.0067246,.0001523,.00657235,-.00339078,-.00438866,-.00179038
05mar2004,-.0017322,.0001523,-.00188452,.00154572,.00427243,-.00357024
08mar2004,.0019641,.0001523,.00181184,.00334125,.00196119,-.00279726
09mar2004,-.0029487,.0001526,-.00310134,.00415934,.00074623,.00578138
10mar2004,.0011663,.0001508,.0010155,-.00799018,-.00658826,-.00068418
11mar2004,-.0214808,.0001526,-.02163346,.00575726,-.00502538,.00030919
12mar2004,.0058506,.0001512,.00569939,.00232095,.00415334,-.0050164
15mar2004,-.0119839,.0001508,-.01213473,.00301054,-.00659117,.0078331
16mar2004,.0025029,.0001508,.00235206,-.00863798,.00134423,.00313932
17mar2004,.009278,.0001526,.00912539,-.00632362,.00556083,-.01199893
18mar2004,-.0113324,.0001526,-.011485,.01171105,-.001401,.00457198
19mar2004,.0048971,.0001526,.00474447,-.00023483,-.00109494,-.00260137
22mar2004,-.0185056,.0001515,-.01865714,.0058397,-.00248331,.0082247
23mar2004,-.0028967,.0001512,-.00304787,.00558889,.00199057,-.004683
24mar2004,-.0009655,.0001523,-.00111775,.00264429,-.00405563,.00490933
25mar2004,.0139693,.0001537,.01381556,-.00824158,.00990509,-.01936421
26mar2004,-.0032499,.0001537,-.00340369,.00233744,-.00047923,-.00133218
29mar2004,.0101564,.0001548,.01000151,-.00859672,.00336009,-.00314907
30mar2004,.0014284,.0001548,.00127356,-.00002479,.00123745,.00232412
31mar2004,-.0035723,.0001556,-.00372787,.0007158,-.00201054,.00414092
01apr2004,.0055123,.0001556,.00535668,-.00102498,.00375454,.00364413
02apr2004,.01127,.0001552,.01111484,-.00830147,.00430523,-.00396888
05apr2004,.002639,.0001563,.00248272,-.00466377,.00013649,.00262003
06apr2004,-.001798,.0001556,-.00195361,.00274506,-.0044599,-.00689023
07apr2004,-.0001554,.0001556,-.00031093,.00006186,-.00562401,.00008019
08apr2004,.0043758,.0001545,.00422132,-.00241167,.00606846,-.0002175
13apr2004,.0050508,.0001545,.00489632,-.00277202,.00014322,-.00226095
14apr2004,-.007172,.000153,-.00732505,-.00021118,-.00730787,-.00321174
15apr2004,.0037418,.000153,.00358881,-.00745168,-.01081122,-.00428888
16apr2004,.005644,.0001545,.00548951,-.0108536,-.00157823,.00167095
19apr2004,.0022125,.0001545,.00205807,-.00202478,.00959466,-.00674212
20apr2004,.0055585,.0001545,.00540402,.00480263,.00184746,-.0027628
21apr2004,-.0059644,.0001534,-.00611777,.00124444,-.00452548,.00725638
22apr2004,.0063234,.0001537,.00616965,-.00542434,.00250175,.00494765
23apr2004,.0009553,.0001537,.00080157,.00693726,.0040281,-.00487296
26apr2004,.0004895,.0001556,.00033397,.00132503,.00059916,-.00044679
27apr2004,.0004893,.0001559,.00033336,.00010986,.006558,.0013587
28apr2004,-.0095758,.0001552,-.009731,.00707199,.00527869,.00807422
29apr2004,-.002386,.0001563,-.00254228,-.00693304,-.00677398,.00276071
30apr2004,-.0065428,.0001578,-.00670057,.0023313,-.00690193,.00164553
04may2004,.0110407,.0001581,.01088254,-.01061273,-.00232958,.00068568
05may2004,.0038554,.0001581,.00369723,-.01035196,.0019253,.00561895
06may2004,-.0109029,.0001596,-.01106253,.00742407,.00008933,.00259391
07may2004,-.0045377,.0001603,-.00469804,-.00190461,-.00333505,.00310158
10may2004,-.0236466,.0001611,-.0238077,.00155429,-.00558031,.01008527
11may2004,.0126718,.0001611,.01251074,-.00642151,.00066834,-.01076227
12may2004,-.0074029,.0001614,-.00756429,-.00015093,.00019183,.00794754
13may2004,.0086193,.0001614,.00845782,-.00628467,.00530893,-.00705635
14may2004,-.0029924,.0001614,-.00315388,.00058047,-.00394084,.00616637
17may2004,-.0101972,.0001611,-.01035826,-.00769808,.00099772,.01478266
18may2004,.0036199,.0001614,.0034585,.00082772,-.00117015,-.0078773
19may2004,.0140045,.0001633,.01384119,-.00304066,.00456971,-.02348552
20may2004,-.0092509,.0001633,-.00941417,.00429468,-.00099388,.00116852
21may2004,.0009529,.0001633,.00078961,.00105279,.00217829,-.00201957
24may2004,-.0002125,.0001633,-.00037576,.00264027,.0011374,-.00067998
25may2004,-.0026015,.0001636,-.00276509,.00285369,-.00881559,.00052261
26may2004,.0053486,.0001658,.00518277,-.00145923,-.00180541,.00697808
27may2004,.0029377,.0001658,.00277191,-.00257234,.00293189,.00363334
28may2004,-.0037829,.0001658,-.00394876,.00984845,.00556548,.00271024
01jun2004,-.0021978,.0001662,-.00236396,.00128391,-.00075403,.00297539
02jun2004,.0018752,.0001658,.00170937,.0018868,.00371059,.00300408
03jun2004,.0022197,.0001644,.00205534,-.00497042,-.00469609,-.00478184
04jun2004,.0048573,.0001644,.00469293,.00215024,.00111618,.00190702
07jun2004,.007826,.0001647,.00766124,-.00595638,-.00033179,.00396601
08jun2004,.0030191,.0001658,.00285328,.00014229,.00216351,-.00260482
09jun2004,-.0020595,.0001658,-.00222531,.00701992,-.00108135,-.00416303
10jun2004,-.0004637,.0001684,-.0006321,.0063797,-.00018198,.00162845
11jun2004,-.0005392,.0001687,-.00070791,.0000511,.00144729,-.00001658
14jun2004,-.0108141,.0001684,-.01098249,.00357631,-.00085213,-.00006471
15jun2004,.0048194,.0001687,.00465061,-.0032276,-.00498812,-.00011273
16jun2004,.0070092,.0001687,.0068405,.00058716,-.00431666,.00136414
17jun2004,.0006643,.0001691,.00049518,-.00094532,.00377601,.00395384
18jun2004,.0021377,.0001691,.00196858,-.00693526,-.00338096,.00078534
21jun2004,.0001375,.0001691,-.00003163,.00945906,-.00270514,.0040056
22jun2004,-.0063402,.0001691,-.0065093,.00861202,-.00437163,-.00569
23jun2004,.0042384,.0001691,.00406928,.00290522,-.00871971,.00107916
24jun2004,.0032854,.0001691,.00311628,-.00174238,-.00221949,-.00118203
25jun2004,-.0009362,.0001691,-.00110532,.00438386,.00486751,-.00801967
28jun2004,.005206,.0001691,.0050369,-.00244106,-.00078838,.00140321
29jun2004,-.0010565,.0001691,-.00122564,-.00015486,.0039493,.00297725
30jun2004,-.0080505,.0001691,-.00821965,.01061254,.00276834,.00429977
01jul2004,-.008166,.0001691,-.00833516,.00411859,-.00027816,7.469e-06
02jul2004,-.0038321,.0001691,-.00400119,.00155348,-.0013763,-.00066472
05jul2004,-.0015023,.0001691,-.00167145,.0016133,.00106628,.00505449
06jul2004,-.0075103,.0001691,-.00767937,-.00015762,.00179507,.0009426
07jul2004,-.0023444,.0001691,-.00251354,-.00027225,.00601466,-.00155595
08jul2004,.0035185,.0001691,.00334938,-.00895835,-.00332596,-.00454884
09jul2004,.002346,.0001691,.00217685,-.00105214,.00054826,.00581645
12jul2004,-.0063746,.0001691,-.00654372,.00813171,.00777761,-.00077276
13jul2004,.0000385,.0001687,-.0001302,.00184548,-.00395861,-.00248624
14jul2004,.0019443,.0001687,.00177553,-.00976582,.00509812,-.00022407
15jul2004,-.0066593,.0001687,-.00682801,-.00002658,.00484336,.00450772
16jul2004,.0004604,.0001687,.00029166,.00568704,.00096645,.00070058
19jul2004,-.0037977,.0001684,-.00396609,.00299281,.0020758,.00042785
20jul2004,.0029358,.0001691,.00276665,-.00545566,-.00690465,-.0074851
21jul2004,.008252,.0001702,.00808184,-.00212323,-.00325804,-.00900309
22jul2004,-.0154511,.0001709,-.01562203,.00636101,-.00036822,.00376421
23jul2004,.0037077,.0001717,.00353599,-.00042497,-.00322964,-.00065575
26jul2004,-.0091506,.0001728,-.00932341,.00131289,.00298311,.00345562
27jul2004,.0077744,.0001728,.00760169,-.0085417,.00153347,-.00094887
28jul2004,.0064554,.0001731,.00628228,-.00308463,.00823276,-.00148988
29jul2004,.0131418,.0001739,.01296797,-.00919717,.00229157,-.00065285
30jul2004,-.0008529,.0001739,-.00102673,.00088253,-.00147064,.00117296
02aug2004,.000344,.0001739,.00017013,.00326642,-.00063847,.00025307
03aug2004,.0028231,.0001757,.00264746,-.00469085,.00391164,.00018532
04aug2004,-.0047456,.0001757,-.0049213,-.00307316,.00180066,.00097584
05aug2004,.0011144,.0001764,.00093802,-.00329773,.00694826,.00089988
06aug2004,-.0160861,.0001768,-.01626284,.01476427,.00096568,.00089906
09aug2004,-.005834,.0001764,-.00601042,.00074564,-.00172496,.00542037
10aug2004,.0079923,.0001764,.00781587,-.00463915,.00212176,-.00196894
11aug2004,-.0046625,.0001771,-.00483969,.00301518,.0027264,-.00017275
12aug2004,.003299,.0001779,.00312112,-.00451773,.00249864,.00066757
13aug2004,-.0054371,.0001764,-.00561349,.00316478,.00123284,-.00289172
16aug2004,.0099531,.0001764,.00977664,-.01502269,.00619613,-.00182257
17aug2004,.0022941,.0001764,.00211764,.0020356,.00072769,-.01003385
18aug2004,.001093,.0001764,.00091656,-.0018268,-.00032302,.00256423
19aug2004,.0024447,.0001764,.00226831,.00413456,-.001555,-.00236218
20aug2004,.0013069,.0001764,.00113052,.00125643,-.00293847,-.00245408
