month	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10
2003m3	-.00533418	.03242548	-.05063569	-.01997661	-.01267462	-.02269957	-.01437063	.00232107	-.00529693	-.00959316
2003m4	.02044636	.1143759	.09436141	.13504708	.11990189	.11541758	.10317602	.10326324	.13345826	.10804454
2003m5	.19370191	.1162579	.14132137	.14100105	.11461965	.14547366	.16727151	.10063769	.10958135	.06219364
2003m6	.11836478	.08166056	.07100219	.07786127	.0424858	.04965565	.04351455	.04234463	.03628289	.01310478
2003m7	-.0034667	.12014348	.09763258	.08866107	.11344015	.08554005	.07553853	.06702893	.07997347	.05693422
2003m8	.12370252	.13468998	.10238491	.07159202	.10610439	.06554728	.06177834	.04444286	.05422531	.03498251
2003m9	-.00323124	-.01660771	.02291177	.01536253	.02738416	-.01174854	-.00671059	-.01959497	-.01409066	-.02338645
2003m10	.05559698	.04981438	.07050208	.04689473	.07308543	.05643654	.03206523	.04552354	.04976229	.07516224
2003m11	.0194441	.01837584	.01824693	-.00215633	-.00431218	-.01668822	.02223592	-.00386536	.00655343	.00735128
2003m12	.02471375	.07557691	.04625025	.03957542	.04325787	.03019972	.00308111	.01375079	.02469535	.02460233
2004m1	.12122502	.07655076	.10203177	.05490015	.08140877	.08353828	.05791411	.04238172	.02480057	.01183712
2004m2	.04332024	.03573822	.0480528	.01775937	.03739012	.02435327	.03217209	.03686691	.04103933	.05427981
2004m3	-.04533083	-.03831179	-.04805519	-.0196021	-.03141453	-.00377398	-.01460221	.00484196	.00826682	-.01160594
2004m4	.02340314	.02147031	.01790199	-.00271871	.01145038	.00374697	-.00589988	.0019751	-.00517556	.00639922
2004m5	-.01591699	-.02716608	-.03945979	-.03089241	-.03575323	-.03739566	-.02924656	-.03678791	-.01502859	.00473934
2004m6	.07349518	.00903075	.05233789	.07474368	.03745581	.02434687	.05146696	.04067394	.03463248	.02871884
2004m7	-.06296938	-.02335139	.02733559	-.03272185	-.04164721	-.03551677	-.02596564	-.04318749	-.0454863	-.02834691
2004m8	.00818486	.00332164	.03654275	.00505843	.00010953	-.0025069	-.01123866	-.00106938	.01994295	.00319689
