month,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10
1998m3,.02454927,.05761653,.05772262,.06246472,.04808831,.07433146,.066368,.07601687,.06395828,.043806
1998m4,-.00115851,-.00532398,.01391904,.01920851,.01208386,.00392398,.00571802,.00382003,.02498928,.0141764
1998m5,.06014442,.08568011,.09885881,.08013842,.06665753,.07187136,.05960478,.05000196,.05496996,.00059016
1998m6,-.02167411,-.02129642,-.03187766,-.05410172,-.0377726,-.04100081,-.06192993,-.05158602,-.06780814,.00500079
1998m7,-.03165273,-.05331144,-.05239478,-.06025716,-.06683311,-.05621747,-.05976351,-.05318922,-.02186647,.00086716
1998m8,-.04340404,-.08200764,-.10370434,-.09920079,-.10991306,-.10569414,-.12084008,-.13814906,-.14614402,-.08803066
1998m9,-.05416206,-.05093478,-.04769982,-.04758991,-.0842997,-.05451856,-.0490069,-.09720142,-.07669879,-.01732013
1998m10,-.02987351,-.00174469,-.04470936,-.0228408,.01989924,-.00991575,-.0009048,.02401482,.08331731,.05469019
1998m11,.00973109,.025415,-.0014542,.02415506,-.02463493,.02888619,.05584878,.0226734,.01745519,.04630281
1998m12,.01065417,.00687071,-.00483955,-.00923773,.02337635,.00189429,.02595034,.0052487,-.0286064,.02523427
1999m1,.0099336,.0784524,.04087356,.04972242,.0632753,.02389652,.04270963,.03622387,.03038994,.01837942
1999m2,.01190091,.04214284,.02436717,.06097207,.06464789,.09138983,.07515666,.07211957,.0753437,.0253474
1999m3,.02963802,.05191096,.07503957,.05418237,.05900132,.04959152,.04453791,.08040262,.05865216,.01533418
1999m4,.06917298,.08857374,.07891703,.08456057,.07580951,.07708436,.06223975,.07689405,.08981438,.02500863
1999m5,.01146293,.02305968,-.00579045,-.01087813,-.0061766,.01266536,-.00474507,-.02403797,-.01761908,-.03513692
1999m6,.03264398,.07214595,.05413129,.05574686,.03897755,.04529365,.03458482,.03503013,.05065283,.02317774
1999m7,.0382636,.04166627,.03402181,.05624712,.03709444,.02749939,.05769333,.03836658,.02766198,-.00698207
1999m8,.03495857,.07645048,.04766333,.05004318,.04427403,.04240375,.02873553,.03927129,.00772997,-.00259041
1999m9,-.01298286,.0064282,-.00634672,-.00687715,-.01789625,-.020491,-.04659968,-.03444589,-.06334625,-.04699532
1999m10,.02665089,.0245537,.01413732,.01957388,.00395087,-.00643041,-.00638164,-.01531677,-.00951399,.02822952
1999m11,.111662,.1377126,.02078708,.18044904,.14007157,.09827351,.06589155,.11555736,.10924695,.07431426
1999m12,.13095075,.05231479,.09268975,.16268138,.11104811,.09980921,.11209261,.05996523,.03424719,.04623652
2000m1,.11844974,.04055281,.10459205,.10272228,.06840565,.01959973,.05795567,.03296989,-.03288543,-.08225901
2000m2,.0529329,-.00348496,.07223183,.26937013,.06337853,.10823714,.07121696,.0773377,.03909118,-.00677819
2000m3,-.06968387,-.04678393,-.09393388,-.10248195,-.05980408,-.07466538,-.0489678,-.04238823,-.01410112,.06112505
2000m4,-.09265402,-.05227491,-.0911033,-.11841316,-.09354986,-.1024494,-.07957326,-.0957528,-.01082775,-.01331861
2000m5,-.03705472,-.04893618,-.00544073,-.06028606,-.04923426,-.0190777,-.03262078,-.04351233,-.01287386,.00006355
2000m6,.02256324,.04005296,.04986488,.07476055,.07850679,.09008166,.08847613,.06408964,.04295543,.01354254
