month,S1,S2,S3,S4,S5
2010m11,-.01291576,-.03707821,-.01798745,-.01018658,-.01537625
2010m12,.09825681,.09049957,.10357479,.09599127,.08118203
2011m1,.02455984,.01827596,-.01901556,-.01074946,-.02145612
2011m2,-.00025534,.00419127,-.00274509,.02623073,.02718403
2011m3,-.01862289,.00245823,.01035404,-.01796798,-.00311562
2011m4,.02571935,.03496746,.06504288,.04172341,.02783066
2011m5,.01217268,.00756894,.00427154,.00472822,-.00360802
2011m6,.01419741,-.00740584,-.00542925,-.00645142,.00014179
2011m7,-.00837125,-.00214196,-.00517157,-.03287632,-.01255548
2011m8,-.07447111,-.0995893,-.09212727,-.09574814,-.05319795
2011m9,-.05193592,-.05882603,-.05263344,-.06376224,-.05436032
2011m10,-.0152916,.0304968,.06112397,.07603593,.08181649
2011m11,-.04651136,-.03656435,-.01460318,-.02597833,.00842294
2011m12,-.00751582,-.00406022,-.03836046,-.02368491,.00699632
2012m1,.07262712,.07645428,.09601305,.07729381,.01452788
2012m2,.06311421,.06210857,.07948384,.06173192,.03517551
2012m3,.02508516,.0248228,.01315831,.00606037,-.0181703
2012m4,-.00356185,.00358553,-.00457484,-.00308614,.00474163
2012m5,-.06794415,-.0729574,-.07469427,-.07300934,-.06305354
2012m6,.0244981,.03067267,.03078839,.04214529,.04041627
2012m7,-.0069114,.01932167,.01216297,.02341093,.01780218
2012m8,.03700553,.05599762,.03638158,.03226736,.01853235
2012m9,.0347042,.03032871,.04701472,.03120611,.00094587
2012m10,.01944812,.01296836,.01031217,.03572328,.00194334
2012m11,.00184609,-.00255786,.01347439,.01070775,.01285149
2012m12,.04788991,.05385735,.03777478,.03540945,.00001112
2013m1,.06008461,.06316561,.03772993,.05990017,.05760653
2013m2,.03879885,.03456014,.04714313,.0470362,.0162901
2013m3,.03818953,.0112496,.02441709,.01702051,.01916654
2013m4,.02364823,.01371148,-.0001576,.01155568,-.00238626
2013m5,.05150692,.06357552,.03246245,.03969719,.02035133
2013m6,-.00002635,-.01928091,-.02699904,-.03855029,-.05297006
2013m7,.07351724,.08322457,.07409713,.09375228,.0600325
2013m8,.03360527,.02322012,.00505019,-.0264484,-.01416942
2013m9,.05643936,.02667714,.01258847,.02590557,.00465039
2013m10,.03032142,.02857452,.04694414,.04226546,.04294768
2013m11,.00548938,-.00225731,.00838695,-.0112262,-.01221705
2013m12,.0194708,.02486242,.03784493,.02729657,.02091988
2014m1,.03295042,.03608531,.00563542,-.02831193,-.03642604
2014m2,.02164097,.04257155,.05873195,.07915341,.05813601
2014m3,-.02355227,-.03193156,-.01557798,-.0295994,-.0242473
2014m4,.02376064,.00048513,-.04871891,-.02552468,.02815519
2014m5,-.01408333,.00700103,.00465071,.0166072,.0086438
2014m6,-.01453999,-.00029105,-.02205157,-.01545872,-.00810942
2014m7,-.0050956,-.01327911,-.01214694,-.01430753,-.01099302
2014m8,.00497645,.0125118,.02943607,.02584043,.0204297
2014m9,-.01655774,-.02034801,-.03160978,-.03391099,-.0311222
2014m10,-.03489322,-.01824161,-.01021948,.00617684,-.00794101
2014m11,.00136011,-.00139772,.01712485,.03000047,.03463289
2014m12,.01150356,.0167601,.02724234,.01292526,-.02172403
2015m1,.00964167,-.01018988,.00364366,.01972952,.03306389
2015m2,.03521294,.05779337,.0599245,.06263673,.03421467
2015m3,-.00978823,.01795853,-.01409514,-.01701283,-.02685569
2015m4,.02128124,.02585992,.03592616,.02882181,.03020409
2015m5,.04523668,.04221902,.04890973,.03573189,.00646065
2015m6,.01784683,-.02795719,-.01724723,-.03942199,-.06556601
