month,S1,S2,S3,S4,S5
2010m9,.04152254,.07279306,.08735387,.0789661,.0827359
2010m10,.04569342,.03897484,.04175723,.0310998,.02472488
2010m11,-.00786026,-.03519213,-.01898353,-.0086602,-.01867697
2010m12,.09753925,.08582455,.11047853,.09778637,.08661132
2011m1,.02382657,.02108404,-.0169748,-.00711351,-.0226305
2011m2,-.00621209,.00389839,.00256797,.02504878,.02782923
2011m3,-.00962332,.00134157,.01223259,-.01682903,-.010002
2011m4,.0366448,.02990234,.0621654,.04298989,.03550408
2011m5,.0212349,.00856258,.00264641,.00958002,-.0000706
2011m6,.00518431,-.01270803,-.00224105,-.01187488,-.00756647
2011m7,-.01413976,.00417314,-.00971386,-.03572633,-.02207187
2011m8,-.08476927,-.09109488,-.09346961,-.09498292,-.05000279
2011m9,-.06328875,-.06547476,-.05525598,-.06029467,-.06749282
2011m10,-.02251942,.02528598,.06110238,.07783076,.08173305
2011m11,-.05851546,-.03365044,-.01248176,-.02981131,-.00115261
2011m12,.0103165,.00415095,-.04012105,-.02439514,-.00616925
2012m1,.07204703,.08454301,.09852235,.08528861,.03314545
2012m2,.05980619,.07316094,.07679214,.06132986,.05003447
2012m3,.02192794,.01590524,.01211028,.00328266,-.00112314
2012m4,-.01797847,.00331262,-.00997987,-.00964197,-.00037183
2012m5,-.06765961,-.07054985,-.07720204,-.07461878,-.05853988
2012m6,-.00151692,.02997145,.03242641,.04243694,.0321832
2012m7,-.01747971,.00998281,.01564857,.023761,.01884684
2012m8,.03923111,.05408559,.04400278,.03504436,.02176858
2012m9,.04075847,.01976094,.04835831,.02898665,.02024094
2012m10,.0233818,.01381758,.0103463,.0359372,.01267956
2012m11,-.01005322,-.00131732,.00883349,.01123789,.01823144
2012m12,.03831824,.05291799,.03510049,.0366842,.00274812
2013m1,.04882663,.06407048,.04614407,.05801815,.04748195
2013m2,.03268129,.03048453,.04359846,.04274799,.02655617
2013m3,-.00137837,.00786595,.01621317,.00876944,.01137865
2013m4,.01758642,.01021519,-.00838904,.00416554,-.01258529
2013m5,.0296229,.05405253,.02560127,.03243211,.02980728
2013m6,-.01548149,-.02568746,-.03951751,-.04577951,-.06565157
2013m7,.05467679,.07326371,.07950825,.09028674,.07704164
2013m8,.06150212,.02390176,.01648116,-.00385594,-.00592251
2013m9,.05824082,.02535352,.00979333,.02387906,.00681146
2013m10,.04832132,.02782486,.04714159,.0393672,.04091864
2013m11,.0050792,-.00495606,.01031099,-.00762553,-.01893269
2013m12,.01179899,.02644649,.0383988,.02085044,.02609073
2014m1,.03412097,.027547,.00946325,-.03053445,-.02309161
2014m2,.0288671,.04099601,.05802906,.08427857,.06042052
2014m3,-.03891879,-.03343736,-.01623099,-.03000601,-.02108848
2014m4,.0220998,.00661917,-.04109315,-.02005078,.01355446
2014m5,-.00849725,.00141904,.00723481,.01914391,.01859574
2014m6,-.0130225,.00067013,-.02198529,-.02061205,-.01773321
2014m7,-.00289515,-.02114921,-.01328314,-.01337092,-.01506458
2014m8,.07814163,.0172347,.02858644,.02458287,.02430769
2014m9,.01835854,-.02868782,-.03419765,-.03655226,-.03581954
2014m10,-.04261882,-.02091016,-.010163,.00279186,.0017088
2014m11,.00564574,-.00271003,.01429664,.02354152,.04648015
2014m12,.00839295,.01313675,.02350404,.01242605,-.00127166
2015m1,-.00232271,-.01260369,-.00177812,.01078157,.03182289
2015m2,.03488001,.06323346,.07336268,.07023602,.03991247
2015m3,.03670796,.01679992,-.02127639,-.02328443,-.01671941
2015m4,.05176965,.02403652,.04465845,.03589193,.03233205
2015m5,.04857601,.04058353,.0454535,.03694359,.02230811
2015m6,.01200348,-.02261131,-.02111427,-.03643705,-.05795322
